source_file,event_timestamp,calib_horizontal_ratio,calib_vertical_ratio,gaze_0_direction,gaze_1_direction,gaze_2_direction,gaze_3_direction,gaze_4_direction,gaze_5_direction,gaze_6_direction,gaze_7_direction,gaze_8_direction,gaze_9_direction,gaze_10_direction,gaze_11_direction,gaze_12_direction,gaze_13_direction,gaze_14_direction,gaze_15_direction,gaze_16_direction,gaze_17_direction,gaze_18_direction,gaze_19_direction,gaze_20_direction,gaze_21_direction,gaze_22_direction,gaze_23_direction,gaze_24_direction,gaze_25_direction,gaze_26_direction,gaze_27_direction,gaze_28_direction,gaze_29_direction,gaze_30_direction,gaze_31_direction,gaze_32_direction,gaze_33_direction,gaze_34_direction,gaze_35_direction,gaze_36_direction,gaze_37_direction,gaze_38_direction,gaze_39_direction,gaze_40_direction,gaze_41_direction,gaze_42_direction,gaze_43_direction,gaze_44_direction,gaze_45_direction,gaze_46_direction,gaze_47_direction,gaze_48_direction,label
behavior_log1.json,2025-05-21 18:07:27,,,center,center,center,center,center,center,center,center,center,center,left,left down,left down,left down,left down,left down,left down,left down,left down,left down,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
behavior_log1.json,2025-05-21 18:07:33,,,down,center,center,center,center,center,center,center,center,center,down,left down,down,down,down,down,down,down,down,down,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
behavior_log1.json,2025-05-21 18:07:38,,,down,down,down,down,center,center,center,center,up,center,up,up,up,up,up,up,up,up,up,up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
behavior_log1.json,2025-05-21 18:07:41,,,up,up,up,up,up,up,center,up,center,center,down,down,down,down,down,down,down,down,down,down,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
behavior_log1.json,2025-05-21 18:07:43,,,down,down,down,down,down,down,down,down,down,down,down,down,down,left down,left down,down,down,left down,left down,left down,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
behavior_log1.json,2025-05-21 18:07:54,,,down,down,down,down,center,center,center,center,up,right up,right up,center,up,up,center,center,left up,left,up,up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
behavior_log1.json,2025-05-21 18:08:01,,,center,down,down,down,down,down,down,down,center,down,down,center,center,center,down,down,center,down,down,down,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
behavior_log1.json,2025-05-21 18:08:11,,,center,center,center,center,center,center,center,center,center,center,down,down,down,down,down,down,down,down,down,down,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
behavior_log1.json,2025-05-21 18:09:08,,,up,center,up,center,center,center,center,center,center,center,left,left,left down,left down,left,down,left down,right up,right up,up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
behavior_log1.json,2025-05-21 18:09:12,,,center,center,down,down,center,center,center,center,center,center,left down,left,left down,left down,left down,left down,left down,down,left down,left down,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
behavior_log1.json,2025-05-21 18:09:14,,,left down,left,left down,left down,left down,left down,left down,down,left down,left down,left down,left down,left down,left down,left down,left down,left down,left down,left down,left down,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
behavior_log1.json,2025-05-21 18:09:15,,,left down,left down,left down,left down,left down,left down,left down,left down,left down,left down,left down,left down,left down,left down,left down,left down,left down,left down,down,down,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
behavior_log1.json,2025-05-21 18:09:20,,,up,up,center,center,center,center,center,center,center,center,down,right,up,up,up,right up,up,right up,up,up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
behavior_log1.json,2025-05-21 18:09:22,,,down,right,up,up,up,right up,up,right up,up,up,right up,up,up,down,down,down,down,down,down,down,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
behavior_log1.json,2025-05-21 18:09:24,,,down,down,down,down,down,down,down,center,center,center,left down,left down,left down,left down,left down,left down,down,left down,left down,left down,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
behavior_log1.json,2025-05-21 18:09:26,,,left down,left down,left down,left down,left down,left down,down,left down,left down,left down,left,left down,left down,left down,left down,left down,left down,left down,left down,left down,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
behavior_log1.json,2025-05-21 18:09:27,,,left,left down,left down,left down,left down,left down,left down,left down,left down,left down,left down,left down,left down,left down,left down,left down,left down,left down,left down,left down,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
behavior_log1.json,2025-05-21 18:09:37,,,down,center,center,center,center,center,center,center,right,right,blink,right,right,up,up,right,right down,down,down,down,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
behavior_log1.json,2025-05-21 18:09:44,,,center,center,center,center,down,down,center,up,right up,up,up,center,center,down,down,down,down,down,down,down,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
behavior_log1.json,2025-05-21 18:09:46,,,center,down,down,down,down,down,down,down,blink,blink,down,down,down,down,down,down,down,down,down,down,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
behavior_log1.json,2025-05-21 18:09:47,,,down,down,down,down,down,down,down,down,down,down,down,down,down,down,down,down,down,left down,left down,left down,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
behavior_log1.json,2025-05-21 18:09:49,,,down,down,down,down,down,down,down,left down,left down,left down,left down,left down,left down,down,left down,left down,left down,left down,left down,left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
behavior_log1.json,2025-05-21 18:09:51,,,left down,left down,left down,down,left down,left down,left down,left down,left down,left,left down,down,left down,down,down,left down,down,left down,left down,left down,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
behavior_log1.json,2025-05-21 18:09:53,,,down,left down,down,down,left down,down,left down,left down,left down,blink,left down,left down,left down,left down,left down,down,down,left down,left down,left down,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
behavior_log1.json,2025-05-21 18:10:08,,,down,center,center,center,center,center,up,up,up,down,down,down,down,down,center,right,center,up,up,up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
behavior_log1.json,2025-05-21 18:10:10,,,down,down,center,right,center,up,up,up,up,center,up,down,down,down,left down,down,down,down,down,down,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
behavior_log1.json,2025-05-21 18:10:12,,,up,down,down,down,left down,down,down,down,down,down,down,down,down,down,down,down,down,left,left,left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
behavior_log1.json,2025-05-21 18:11:00,,,down,down,down,center,center,center,down,center,center,center,down,down,down,left down,left,left,left,left,left down,left down,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
behavior_log1.json,2025-05-21 18:12:14,,,down,down,down,center,down,center,center,down,center,center,center,left down,left down,down,left down,left down,left down,left down,left,left down,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
behavior_log1.json,2025-05-21 18:12:16,,,center,left down,left down,down,left down,left down,left down,left down,left,left down,left down,left,left,left,left,left down,left down,down,down,right down,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
behavior_log1.json,2025-05-21 18:17:29,,,down,down,center,down,down,down,down,down,down,down,down,right,right down,down,down,down,down,down,down,down,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
behavior_log1.json,2025-05-21 18:17:31,,,down,right,right down,down,down,down,down,down,down,down,down,down,right down,down,down,down,right down,down,down,down,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
behavior_log1.json,2025-05-21 18:17:33,,,down,down,center,down,down,down,down,down,down,down,down,right,right down,down,down,down,down,down,down,down,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
behavior_log1.json,2025-05-21 18:17:34,,,down,down,right down,down,down,down,right down,down,down,down,down,right down,down,down,down,down,down,down,right down,down,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
behavior_log1.json,2025-05-21 18:17:36,,,down,right down,down,down,down,down,down,down,right down,down,down,down,down,down,down,down,right down,down,down,down,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
behavior_log1.json,2025-05-21 18:17:37,,,down,down,center,down,down,down,down,down,down,down,down,right,right down,down,down,down,down,down,down,down,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
behavior_log1.json,2025-05-21 18:17:38,,,down,down,down,down,down,down,right down,down,down,down,down,down,down,down,down,right down,right down,down,down,down,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
behavior_log1.json,2025-05-21 18:17:41,,,down,down,down,down,down,right down,right down,down,down,down,down,down,down,down,right down,down,down,down,down,down,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
behavior_log1.json,2025-05-21 18:17:43,,,down,down,down,down,right down,down,down,down,down,down,down,down,down,down,down,down,down,down,down,right down,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
behavior_log1.json,2025-05-21 18:17:46,,,down,down,down,right down,down,right down,right down,down,center,center,down,center,down,down,down,down,down,down,left down,left down,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
behavior_log1.json,2025-05-21 18:17:48,,,down,down,center,down,down,down,down,down,down,down,down,right,right down,down,down,down,down,down,down,down,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
behavior_log1.json,2025-05-21 18:17:49,,,down,center,down,down,down,down,down,down,left down,left down,down,down,down,right down,down,down,down,down,down,down,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
behavior_log1.json,2025-05-21 18:17:51,,,down,down,down,right down,down,down,down,down,down,down,down,down,down,down,right down,right down,down,down,down,down,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
behavior_log1.json,2025-05-21 18:17:53,,,down,down,down,down,right down,right down,down,down,down,down,down,down,down,right down,right down,right down,down,down,down,down,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
behavior_log1.json,2025-05-21 18:17:54,,,down,down,center,down,down,down,down,down,down,down,down,right,right down,down,down,down,down,down,down,down,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
behavior_log1.json,2025-05-21 18:17:55,,,down,down,down,right down,right down,right down,down,down,down,down,down,down,down,down,down,down,down,down,down,down,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
behavior_log1.json,2025-05-21 18:17:58,,,down,down,down,down,down,down,down,down,down,down,down,down,down,down,down,down,down,down,down,down,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
behavior_log1.json,2025-05-21 18:18:00,,,down,down,down,down,down,down,down,down,down,down,down,down,down,down,down,down,down,down,down,down,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
behavior_log1.json,2025-05-21 18:18:02,,,down,down,down,down,down,down,down,down,down,down,down,down,down,down,down,down,down,down,down,down,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
behavior_log1.json,2025-05-21 18:18:05,,,down,down,down,down,down,down,down,down,down,down,down,down,down,down,down,down,down,down,down,down,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
behavior_log1.json,2025-05-21 18:18:07,,,down,down,down,down,down,down,down,down,down,down,down,down,down,down,down,down,down,down,down,down,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
behavior_log1.json,2025-05-21 18:18:08,,,down,down,center,down,down,down,down,down,down,down,down,right,right down,down,down,down,down,down,down,down,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
behavior_log1.json,2025-05-21 18:18:09,,,down,down,down,down,down,down,down,down,down,down,down,down,down,down,down,down,down,down,down,down,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
behavior_log1.json,2025-05-21 18:18:11,,,down,down,down,down,down,down,down,down,down,down,down,down,down,down,down,down,down,down,down,down,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
behavior_log1.json,2025-05-21 18:22:41,,,blink,blink,blink,blink,blink,blink,down,down,down,down,down,down,center,down,down,center,down,down,down,down,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
behavior_log1.json,2025-05-21 18:31:23,,,up,center,up,up,center,center,up,up,up,up,up,up,center,up,center,up,up,up,up,up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
behavior_log1.json,2025-05-21 18:31:36,,,center,center,up,up,up,center,up,center,up,up,up,center,up,up,center,up,up,center,up,up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
behavior_log1.json,2025-05-21 18:31:41,,,up,center,center,center,up,up,up,up,center,center,center,up,up,up,up,up,up,up,up,up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
behavior_log1.json,2025-05-21 18:31:43,,,down,down,center,down,down,down,down,down,down,down,down,right,right down,down,down,down,down,down,down,down,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
behavior_log1.json,2025-05-21 18:31:52,,,down,down,center,down,down,down,down,down,down,down,down,right,right down,down,down,down,down,down,down,down,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
behavior_log1.json,2025-05-21 18:32:02,,,down,down,center,down,down,down,down,down,down,down,down,right,right down,down,down,down,down,down,down,down,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
behavior_log1.json,2025-05-21 18:34:31,,,center,center,center,center,center,center,center,center,center,center,left down,left down,left down,left down,left down,left,left down,left down,left down,left down,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
behavior_log1.json,2025-05-21 18:34:32,,,left down,left down,left down,left down,left down,left,left down,left down,left down,left down,down,down,right down,down,left down,left down,left down,left down,left down,down,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
behavior_log1.json,2025-05-21 18:34:34,,,down,down,right down,down,left down,left down,left down,left down,left down,down,left down,left down,left down,left down,down,left down,left down,left down,left down,left down,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
behavior_log1.json,2025-05-21 18:34:36,,,left down,left down,left down,left down,down,left down,left down,left down,left down,left down,down,down,left down,left down,left down,left down,left down,down,down,down,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
behavior_log1.json,2025-05-21 18:34:37,,,down,down,left down,left down,left down,left down,left down,down,down,down,down,down,down,down,down,left down,left down,down,down,down,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
behavior_log1.json,2025-05-21 18:34:42,,,blink,left,blink,blink,blink,blink,blink,blink,blink,blink,down,down,down,down,down,down,down,down,down,down,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
behavior_log1.json,2025-05-21 18:34:43,,,down,down,right down,down,left down,left down,left down,left down,left down,down,left down,left down,left down,left down,down,left down,left down,left down,left down,left down,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
behavior_log1.json,2025-05-21 18:34:44,,,down,down,down,down,down,down,down,down,down,down,down,down,down,down,left down,left down,left down,left down,left down,left down,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
behavior_log1.json,2025-05-21 18:34:45,,,down,down,right down,down,left down,left down,left down,left down,left down,down,left down,left down,left down,left down,down,left down,left down,left down,left down,left down,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
behavior_log1.json,2025-05-21 18:34:46,,,down,down,down,down,left down,left down,left down,left down,left down,left down,down,down,down,down,left down,left down,left down,left down,left down,left down,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
behavior_log1.json,2025-05-21 18:34:47,,,down,down,down,down,left down,left down,left down,left down,left down,left down,down,down,down,left down,left down,down,down,down,left down,left down,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
behavior_log1.json,2025-05-21 18:34:53,,,blink,blink,blink,blink,blink,right down,down,center,center,center,down,down,down,down,down,down,down,down,down,down,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
behavior_log1.json,2025-05-21 18:34:55,,,down,down,right down,down,left down,left down,left down,left down,left down,down,left down,left down,left down,left down,down,left down,left down,left down,left down,left down,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
behavior_log1.json,2025-05-21 18:34:56,,,down,down,right down,down,left down,left down,left down,left down,left down,down,left down,left down,left down,left down,down,left down,left down,left down,left down,left down,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
behavior_log1.json,2025-05-21 18:34:58,,,down,down,right down,down,left down,left down,left down,left down,left down,down,left down,left down,left down,left down,down,left down,left down,left down,left down,left down,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
behavior_log1.json,2025-05-21 18:34:59,,,down,down,right down,down,left down,left down,left down,left down,left down,down,left down,left down,left down,left down,down,left down,left down,left down,left down,left down,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
behavior_log1.json,2025-05-21 18:35:02,,,down,down,right down,down,left down,left down,left down,left down,left down,down,left down,left down,left down,left down,down,left down,left down,left down,left down,left down,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
behavior_log1.json,2025-05-21 18:35:05,,,down,down,right down,down,left down,left down,left down,left down,left down,down,left down,left down,left down,left down,down,left down,left down,left down,left down,left down,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
behavior_log1.json,2025-05-21 18:35:07,,,down,down,right down,down,left down,left down,left down,left down,left down,down,left down,left down,left down,left down,down,left down,left down,left down,left down,left down,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
behavior_log1.json,2025-05-21 18:35:12,,,down,down,left down,center,center,center,center,center,center,center,left down,left down,left down,left down,left down,left down,left,left down,left down,left down,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
behavior_log1.json,2025-05-21 18:35:14,,,left down,left down,left down,left down,left down,left down,left,left down,left down,left down,left down,left down,left down,left down,left down,left,left down,left down,left,left down,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
behavior_log1.json,2025-05-21 18:35:32,,,center,center,center,center,center,center,center,center,center,center,left,left down,left down,left down,left down,left down,left down,left down,left down,left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
behavior_log1.json,2025-05-21 18:35:34,,,left,left down,left down,left down,left down,left down,left down,left down,left down,left,left,left down,left,left down,left down,left down,left,left down,left,left down,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
behavior_log1.json,2025-05-21 18:35:35,,,left,left down,left,left down,left down,left down,left,left down,left,left down,left down,left down,left down,left down,left,left,left,left,left down,left down,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
behavior_log1.json,2025-05-21 18:35:45,,,blink,blink,left up,left up,left,left up,up,center,center,center,left,center,left,left,left,left,left,left,left,left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
behavior_log1.json,2025-05-21 18:35:56,,,blink,blink,blink,blink,blink,blink,blink,blink,blink,blink,left down,left down,left down,left down,left down,left down,left down,left down,left down,left down,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
behavior_log1.json,2025-05-21 18:35:57,,,left down,left down,left down,left down,left down,left down,left down,left down,left down,left down,left down,left,left down,left down,left down,left down,left down,left down,left down,left down,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
behavior_log1.json,2025-05-21 18:36:02,,,left down,left down,left,left,center,left,left,center,center,center,center,left,left,left,left,left,left,left down,left,left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
behavior_log1.json,2025-05-21 18:36:07,,,center,up,center,center,down,up,down,left,center,up,left,up,center,left,left,left down,left down,center,left,left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
behavior_log1.json,2025-05-21 18:36:09,,,left down,center,left,left,left,left,left down,left,left,center,center,center,left,left down,left down,left down,left down,left down,left down,left down,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
behavior_log1.json,2025-05-21 18:36:11,,,center,center,left,left down,left down,left down,left down,left down,left down,left down,left down,left down,left down,left down,left down,left,left down,left down,left down,left down,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
behavior_log1.json,2025-05-21 18:36:14,,,left down,left down,left down,left down,left down,left,left down,left down,left down,right down,center,center,center,up,up,left,left,left,left,left up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
behavior_log1.json,2025-05-21 18:36:24,,,blink,blink,blink,blink,blink,blink,blink,blink,left,left,left,left,left up,left up,up,left,up,center,left up,left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
behavior_log1.json,2025-05-21 18:36:27,,,up,center,left up,left,left,left,left,left,left,left,left,center,center,up,up,center,left,left,up,up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
behavior_log1.json,2025-05-21 18:36:33,,,blink,blink,blink,blink,blink,blink,blink,blink,blink,center,left down,left down,left down,left down,left down,left down,left down,left,left,left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
behavior_log1.json,2025-05-21 18:36:34,,,left down,left down,left down,left down,left down,left down,left down,left,left,left,left,left,left,left,left,left,left,left,left,left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
behavior_log1.json,2025-05-21 18:36:44,,,up,center,up,left,up,left,left,blink,up,up,center,up,center,center,center,left down,left down,left down,left down,left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
behavior_log1.json,2025-05-21 18:36:46,,,center,up,center,center,center,left down,left down,left down,left down,left,left down,left,left down,left down,left,left down,left,left down,left,left down,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
behavior_log1.json,2025-05-21 18:36:49,,,left,left down,left down,left down,left,left down,down,blink,blink,blink,blink,up,left,left up,left,left up,left,left,left,left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
behavior_log1.json,2025-05-21 18:36:51,,,blink,up,left,left up,left,left up,left,left,left,left,left,left,left,left,left,left,left,left,left,left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
behavior_log1.json,2025-05-21 18:36:56,,,left,left,left,left,center,center,center,left,left,left,left,left,center,left,left,center,left,center,left,down,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
behavior_log1.json,2025-05-21 18:37:06,,,left,left,up,up,left,up,blink,blink,blink,blink,blink,blink,down,left up,left,left,left,left,left,left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
behavior_log1.json,2025-05-21 18:37:13,,,left,left,center,left,left,center,center,center,center,left down,center,left,left,left,left,left,left,left,left,left down,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
behavior_log1.json,2025-05-21 18:37:15,,,center,left,left,left,left,left,left,left,left,left down,left down,left down,left,left down,left,left down,left down,left,left down,left down,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
behavior_log1.json,2025-05-21 18:37:17,,,left down,left down,left,left down,left,left down,left down,left,left down,left down,left down,left down,left,left down,left down,left down,left down,left,left,up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
behavior_log1.json,2025-05-21 18:37:25,,,center,left,center,center,center,left down,down,center,center,center,left,left,left,left down,left down,left down,left down,left down,left down,left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
behavior_log1.json,2025-05-21 18:37:30,,,blink,blink,blink,blink,blink,blink,blink,blink,blink,blink,left,left,left up,left,left,left,left,left,left,left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
behavior_log1.json,2025-05-21 18:37:33,,,left up,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,center,left,left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
behavior_log1.json,2025-05-21 18:37:37,,,center,left,left,center,center,center,up,center,left,left,left,left,left,blink,left,left,left down,left down,down,right down,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
behavior_log1.json,2025-05-21 18:40:50,,,up,up,up,up,center,center,up,up,up,center,up,up,center,up,up,up,center,up,up,up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
behavior_log1.json,2025-05-21 18:41:11,,,center,up,up,center,center,center,up,up,up,up,up,up,up,up,down,center,up,center,up,up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
behavior_log1.json,2025-05-21 18:41:14,,,center,up,up,center,center,center,up,up,up,up,up,up,up,up,down,center,up,center,up,up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
behavior_log1.json,2025-05-21 18:41:22,,,center,up,up,center,center,center,up,up,up,up,up,up,up,up,down,center,up,center,up,up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
behavior_log1.json,2025-05-21 18:41:25,,,center,up,up,center,center,center,up,up,up,up,up,up,up,up,down,center,up,center,up,up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
behavior_log1.json,2025-05-21 18:41:29,,,center,up,up,center,center,center,up,up,up,up,up,up,up,up,down,center,up,center,up,up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
behavior_log1.json,2025-05-21 18:41:33,,,center,up,up,center,center,center,up,up,up,up,up,up,up,up,down,center,up,center,up,up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
behavior_log1.json,2025-05-21 18:41:37,,,center,up,up,center,center,center,up,up,up,up,up,up,up,up,down,center,up,center,up,up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
behavior_log1.json,2025-05-21 18:41:38,,,center,up,up,center,center,center,up,up,up,up,up,up,up,up,down,center,up,center,up,up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
behavior_log1.json,2025-05-21 18:41:45,,,center,up,up,center,center,center,up,up,up,up,up,up,up,up,down,center,up,center,up,up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
behavior_log1.json,2025-05-21 18:41:49,,,center,up,up,center,center,center,up,up,up,up,up,up,up,up,down,center,up,center,up,up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
behavior_log1.json,2025-05-21 18:41:53,,,center,up,up,center,center,center,up,up,up,up,up,up,up,up,down,center,up,center,up,up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
behavior_log1.json,2025-05-21 18:41:54,,,center,up,up,up,center,center,up,center,center,center,up,up,up,up,up,up,down,center,up,up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
behavior_log1.json,2025-05-21 18:42:18,,,up,up,up,up,down,center,up,up,center,up,center,up,center,center,up,up,up,up,up,up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
behavior_log1.json,2025-05-21 18:42:22,,,up,up,up,up,down,center,up,up,center,up,center,up,center,center,up,up,up,up,up,up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
behavior_log1.json,2025-05-21 18:42:26,,,up,up,up,up,down,center,up,up,center,up,center,up,center,center,up,up,up,up,up,up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
behavior_log1.json,2025-05-21 18:42:27,,,up,up,up,up,down,center,up,up,center,up,center,up,center,center,up,up,up,up,up,up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
behavior_log1.json,2025-05-21 18:42:32,,,up,up,up,up,down,center,up,up,center,up,center,up,center,center,up,up,up,up,up,up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
behavior_log1.json,2025-05-21 18:42:34,,,up,up,up,up,down,center,up,up,center,up,center,up,center,center,up,up,up,up,up,up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
behavior_log1.json,2025-05-21 18:42:39,,,up,up,up,up,down,center,up,up,center,up,center,up,center,center,up,up,up,up,up,up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
behavior_log1.json,2025-05-21 18:42:45,,,up,up,up,up,down,center,up,up,center,up,center,up,center,center,up,up,up,up,up,up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
behavior_log1.json,2025-05-21 18:42:46,,,up,up,up,up,down,center,up,up,center,up,center,up,center,center,up,up,up,up,up,up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
behavior_log1.json,2025-05-21 18:42:47,,,up,up,up,up,down,center,up,up,center,up,center,up,center,center,up,up,up,up,up,up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
behavior_log1.json,2025-05-21 18:42:49,,,up,up,up,up,down,center,up,up,center,up,center,up,center,center,up,up,up,up,up,up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
