source_file,event_timestamp,calib_horizontal_ratio,calib_vertical_ratio,gaze_0_direction,gaze_1_direction,gaze_2_direction,gaze_3_direction,gaze_4_direction,gaze_5_direction,gaze_6_direction,gaze_7_direction,gaze_8_direction,gaze_9_direction,gaze_10_direction,gaze_11_direction,gaze_12_direction,gaze_13_direction,gaze_14_direction,gaze_15_direction,gaze_16_direction,gaze_17_direction,gaze_18_direction,gaze_19_direction,gaze_20_direction,gaze_21_direction,gaze_22_direction,gaze_23_direction,gaze_24_direction,gaze_25_direction,gaze_26_direction,gaze_27_direction,gaze_28_direction,gaze_29_direction,gaze_30_direction,gaze_31_direction,gaze_32_direction,gaze_33_direction,gaze_34_direction,gaze_35_direction,gaze_36_direction,gaze_37_direction,gaze_38_direction,gaze_39_direction,gaze_40_direction,gaze_41_direction,gaze_42_direction,gaze_43_direction,gaze_44_direction,gaze_45_direction,gaze_46_direction,gaze_47_direction,gaze_48_direction,label
behavior_log3.json,2026-04-27 10:40:01,0.7414158495200229,1.2806802721088435,up,up,up,up,up,up,up,up,up,up,up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
behavior_log3.json,2026-04-27 10:40:02,0.7414158495200229,1.2806802721088435,up,up,up,up,up,up,up,up,up,up,up,up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
behavior_log3.json,2026-04-27 10:40:05,0.7414158495200229,1.2806802721088435,up,up,up,up,up,up,up,blink,blink,blink,up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
behavior_log3.json,2026-04-27 10:40:07,0.7414158495200229,1.2806802721088435,blink,blink,blink,up,blink,blink,blink,blink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
behavior_log3.json,2026-04-27 10:41:00,0.7075221130171624,1.0801567656765676,up,up,up,up,up,up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
behavior_log3.json,2026-04-27 10:41:06,0.7075221130171624,1.0801567656765676,up,up,up,up,up,up,up,blink,up,center,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
behavior_log3.json,2026-04-27 10:41:08,0.7075221130171624,1.0801567656765676,blink,up,center,center,blink,center,center,blink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
behavior_log3.json,2026-04-27 10:41:09,0.7075221130171624,1.0801567656765676,blink,up,center,center,blink,center,center,blink,center,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
behavior_log3.json,2026-04-27 10:41:21,0.7075221130171624,1.0801567656765676,center,center,center,center,center,blink,blink,blink,blink,blink,blink,blink,blink,blink,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
behavior_log3.json,2026-04-27 10:41:29,0.7075221130171624,1.0801567656765676,blink,blink,blink,blink,blink,center,center,center,blink,blink,blink,blink,center,center,blink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
behavior_log3.json,2026-04-27 10:41:44,0.7075221130171624,1.0801567656765676,up,up,up,up,up,up,blink,up,up,up,up,up,up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
behavior_log3.json,2026-04-27 10:41:45,0.7075221130171624,1.0801567656765676,up,up,up,up,up,up,up,up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
behavior_log3.json,2026-04-27 10:41:45,0.7075221130171624,1.0801567656765676,up,up,up,up,up,up,up,up,up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
behavior_log3.json,2026-04-27 10:41:47,0.7075221130171624,1.0801567656765676,up,up,up,up,up,up,up,up,up,up,up,up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
behavior_log3.json,2026-04-27 10:41:48,0.7075221130171624,1.0801567656765676,up,up,up,up,up,up,up,up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
behavior_log3.json,2026-04-27 10:41:50,0.7075221130171624,1.0801567656765676,up,up,up,up,up,up,up,up,up,up,left up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
behavior_log3.json,2026-04-27 10:41:51,0.7075221130171624,1.0801567656765676,up,up,up,up,up,up,up,up,up,up,left up,left up,left up,left up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
behavior_log3.json,2026-04-27 10:41:52,0.7075221130171624,1.0801567656765676,up,up,up,left up,left up,left up,left up,left up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
behavior_log3.json,2026-04-27 10:41:56,0.7075221130171624,1.0801567656765676,left up,left up,left up,left up,left up,left up,blink,blink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
behavior_log3.json,2026-04-27 10:41:58,0.7075221130171624,1.0801567656765676,left up,left up,left up,left up,left up,left up,blink,blink,blink,blink,blink,blink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
behavior_log3.json,2026-04-27 10:42:01,0.7075221130171624,1.0801567656765676,left up,left up,left up,blink,blink,blink,blink,blink,blink,blink,blink,blink,blink,left up,left up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
behavior_log3.json,2026-04-27 10:42:03,0.7075221130171624,1.0801567656765676,blink,blink,blink,blink,blink,blink,blink,blink,blink,left up,left up,left up,left up,left up,left up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
behavior_log3.json,2026-04-27 10:42:04,0.7075221130171624,1.0801567656765676,left up,left up,left up,left up,left up,left up,left up,up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
behavior_log3.json,2026-04-27 10:42:07,0.7075221130171624,1.0801567656765676,left up,left up,left up,left up,left up,left up,left up,up,up,up,blink,blink,blink,blink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
behavior_log3.json,2026-04-27 10:42:08,0.7075221130171624,1.0801567656765676,up,up,up,blink,blink,blink,blink,blink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
behavior_log3.json,2026-04-27 10:42:17,0.7075221130171624,1.0801567656765676,up,up,up,up,up,up,up,up,up,up,up,up,up,up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
behavior_log3.json,2026-04-27 10:42:18,0.7075221130171624,1.0801567656765676,up,up,up,up,up,up,up,up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
behavior_log3.json,2026-04-27 10:42:20,0.7075221130171624,1.0801567656765676,up,up,up,up,up,up,up,up,up,up,up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
behavior_log3.json,2026-04-27 10:42:21,0.7075221130171624,1.0801567656765676,up,up,up,up,up,up,up,up,up,up,up,up,up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
behavior_log3.json,2026-04-27 10:42:22,0.7075221130171624,1.0801567656765676,up,up,up,up,up,up,up,up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
behavior_log3.json,2026-04-27 10:42:23,0.7075221130171624,1.0801567656765676,up,up,up,up,up,up,up,up,up,up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
behavior_log3.json,2026-04-27 10:42:24,0.7075221130171624,1.0801567656765676,up,up,up,up,up,up,up,up,up,up,blink,up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
behavior_log3.json,2026-04-27 10:42:25,0.7075221130171624,1.0801567656765676,up,up,up,blink,up,up,blink,blink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
behavior_log3.json,2026-04-27 10:42:27,0.7075221130171624,1.0801567656765676,up,up,up,blink,up,up,blink,blink,up,blink,up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
behavior_log3.json,2026-04-27 10:42:29,0.7075221130171624,1.0801567656765676,blink,up,blink,up,up,up,up,up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
behavior_log3.json,2026-04-27 10:42:29,0.7075221130171624,1.0801567656765676,blink,up,blink,up,up,up,up,up,up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
behavior_log3.json,2026-04-27 10:42:40,0.7075221130171624,1.0801567656765676,blink,blink,blink,blink,blink,blink,blink,blink,blink,up,up,up,up,up,up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
behavior_log3.json,2026-04-27 10:42:41,0.7075221130171624,1.0801567656765676,up,up,up,up,up,up,up,up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
behavior_log3.json,2026-04-27 10:42:43,0.7075221130171624,1.0801567656765676,up,up,up,up,up,up,up,up,up,up,center,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
behavior_log3.json,2026-04-27 10:42:44,0.7075221130171624,1.0801567656765676,up,up,up,center,center,center,center,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
behavior_log3.json,2026-04-27 10:42:46,0.7075221130171624,1.0801567656765676,up,up,up,center,center,center,center,center,center,center,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
behavior_log3.json,2026-04-27 10:42:49,0.7075221130171624,1.0801567656765676,up,center,center,center,center,center,center,center,center,center,center,center,center,center,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
behavior_log3.json,2026-04-27 10:42:52,0.7075221130171624,1.0801567656765676,center,center,center,center,center,center,center,center,center,center,up,up,up,up,up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
behavior_log3.json,2026-04-27 10:42:53,0.7075221130171624,1.0801567656765676,center,center,center,center,center,center,center,center,center,up,up,up,up,up,up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
behavior_log3.json,2026-04-27 10:42:56,0.7075221130171624,1.0801567656765676,up,up,up,up,up,up,up,up,up,up,up,up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
behavior_log3.json,2026-04-27 10:42:57,0.7075221130171624,1.0801567656765676,up,up,up,up,up,up,blink,up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
behavior_log3.json,2026-04-27 10:42:58,0.7075221130171624,1.0801567656765676,up,up,up,up,up,up,blink,up,up,up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
behavior_log3.json,2026-04-27 10:43:02,0.7075221130171624,1.0801567656765676,up,up,up,up,up,up,up,up,up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
behavior_log3.json,2026-04-27 10:43:03,0.7075221130171624,1.0801567656765676,up,up,up,up,up,up,up,up,up,up,up,up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
behavior_log3.json,2026-04-27 10:43:05,0.7075221130171624,1.0801567656765676,up,up,up,up,up,blink,left up,left up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
behavior_log3.json,2026-04-27 10:43:07,0.7075221130171624,1.0801567656765676,up,up,up,up,up,blink,left up,left up,left up,left up,left up,left up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
behavior_log3.json,2026-04-27 10:43:08,0.7075221130171624,1.0801567656765676,up,up,up,up,up,blink,left up,left up,left up,left up,left up,left up,left up,left up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
behavior_log3.json,2026-04-27 10:43:08,0.7075221130171624,1.0801567656765676,left up,left up,left up,left up,left up,left up,left up,up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
behavior_log3.json,2026-04-27 10:43:10,0.7075221130171624,1.0801567656765676,left up,left up,left up,left up,left up,left up,left up,up,up,up,up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
behavior_log3.json,2026-04-27 10:43:11,0.7075221130171624,1.0801567656765676,left up,left up,left up,left up,left up,left up,left up,up,up,up,up,blink,blink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
behavior_log3.json,2026-04-27 10:43:12,0.7075221130171624,1.0801567656765676,up,up,up,up,blink,blink,blink,blink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
behavior_log3.json,2026-04-27 10:43:18,0.7075221130171624,1.0801567656765676,up,blink,blink,blink,blink,blink,blink,blink,blink,blink,blink,blink,blink,blink,up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
behavior_log3.json,2026-04-27 10:43:21,0.7075221130171624,1.0801567656765676,blink,blink,blink,blink,blink,blink,blink,blink,up,blink,blink,blink,blink,blink,blink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
behavior_log3.json,2026-04-27 10:43:24,0.7075221130171624,1.0801567656765676,blink,blink,up,blink,blink,blink,blink,blink,blink,blink,blink,blink,blink,blink,blink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
behavior_log3.json,2026-04-27 10:43:27,0.7075221130171624,1.0801567656765676,blink,blink,blink,blink,blink,blink,blink,blink,blink,blink,up,up,up,up,up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
behavior_log3.json,2026-04-27 10:43:27,0.7075221130171624,1.0801567656765676,blink,blink,blink,blink,blink,blink,blink,blink,blink,up,up,up,up,up,up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
behavior_log3.json,2026-04-27 10:43:30,0.7075221130171624,1.0801567656765676,blink,blink,blink,blink,up,up,up,up,up,up,up,blink,blink,blink,blink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
behavior_log3.json,2026-04-27 10:43:37,0.7075221130171624,1.0801567656765676,blink,blink,blink,blink,blink,blink,blink,blink,blink,blink,blink,up,blink,blink,blink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
behavior_log3.json,2026-04-27 10:43:40,0.7075221130171624,1.0801567656765676,blink,blink,blink,blink,blink,up,blink,blink,blink,blink,blink,blink,blink,blink,blink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
behavior_log3.json,2026-04-27 10:43:43,0.7075221130171624,1.0801567656765676,blink,blink,blink,blink,blink,blink,blink,blink,blink,blink,blink,blink,blink,blink,blink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
behavior_log3.json,2026-04-27 10:43:46,0.7075221130171624,1.0801567656765676,blink,blink,blink,blink,blink,blink,blink,blink,blink,blink,blink,blink,blink,blink,blink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
behavior_log3.json,2026-04-27 10:43:49,0.7075221130171624,1.0801567656765676,blink,blink,blink,blink,blink,blink,blink,blink,blink,blink,blink,up,up,up,up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
behavior_log3.json,2026-04-27 10:43:50,0.7075221130171624,1.0801567656765676,blink,blink,blink,blink,blink,blink,blink,blink,blink,up,up,up,up,up,up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
behavior_log3.json,2026-04-27 10:43:52,0.7075221130171624,1.0801567656765676,up,up,up,up,up,up,up,up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
behavior_log3.json,2026-04-27 10:43:53,0.7075221130171624,1.0801567656765676,up,up,up,up,up,up,up,up,up,up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
behavior_log3.json,2026-04-27 10:43:55,0.7075221130171624,1.0801567656765676,up,up,up,up,up,up,up,up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
behavior_log3.json,2026-04-27 10:43:56,0.7075221130171624,1.0801567656765676,up,up,up,up,up,up,up,up,up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
behavior_log3.json,2026-04-27 10:43:57,0.7075221130171624,1.0801567656765676,up,up,up,up,up,up,up,up,up,up,up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
behavior_log3.json,2026-04-27 10:43:59,0.7075221130171624,1.0801567656765676,up,up,up,up,up,up,up,up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
behavior_log3.json,2026-04-27 10:44:03,0.7075221130171624,1.0801567656765676,up,up,up,up,up,up,up,up,up,up,blink,blink,blink,blink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
behavior_log3.json,2026-04-27 10:44:03,0.7075221130171624,1.0801567656765676,up,up,up,blink,blink,blink,blink,blink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
behavior_log3.json,2026-04-27 10:44:06,0.7075221130171624,1.0801567656765676,up,up,up,blink,blink,blink,blink,blink,blink,blink,blink,blink,blink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
behavior_log3.json,2026-04-27 10:44:09,0.7075221130171624,1.0801567656765676,blink,blink,blink,blink,blink,blink,blink,blink,blink,blink,blink,blink,blink,blink,blink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
behavior_log3.json,2026-04-27 10:44:15,0.7075221130171624,1.0801567656765676,blink,blink,blink,blink,blink,blink,blink,blink,blink,blink,blink,blink,up,blink,blink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
behavior_log3.json,2026-04-27 10:44:18,0.7075221130171624,1.0801567656765676,blink,blink,blink,blink,blink,blink,up,blink,blink,up,up,up,up,up,blink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
behavior_log3.json,2026-04-27 10:44:22,0.7075221130171624,1.0801567656765676,up,blink,blink,up,up,up,up,up,blink,blink,blink,blink,blink,blink,blink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
behavior_log3.json,2026-04-27 10:44:25,0.7075221130171624,1.0801567656765676,up,up,blink,blink,blink,blink,blink,blink,blink,blink,blink,blink,blink,blink,blink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
behavior_log3.json,2026-04-27 10:44:28,0.7075221130171624,1.0801567656765676,blink,blink,blink,blink,blink,blink,blink,blink,blink,blink,blink,blink,blink,blink,blink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
behavior_log3.json,2026-04-27 10:44:31,0.7075221130171624,1.0801567656765676,blink,blink,blink,blink,blink,blink,blink,blink,blink,blink,blink,blink,blink,blink,blink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
behavior_log3.json,2026-04-27 10:44:38,0.7075221130171624,1.0801567656765676,blink,blink,blink,blink,blink,blink,blink,blink,blink,blink,blink,blink,blink,up,blink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
behavior_log3.json,2026-04-27 10:44:41,0.7075221130171624,1.0801567656765676,blink,blink,blink,blink,blink,blink,blink,up,blink,blink,blink,blink,blink,blink,blink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
behavior_log3.json,2026-04-27 10:44:44,0.7075221130171624,1.0801567656765676,blink,up,blink,blink,blink,blink,blink,blink,blink,blink,blink,blink,blink,blink,up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
behavior_log3.json,2026-04-27 10:44:47,0.7075221130171624,1.0801567656765676,blink,blink,blink,blink,blink,blink,blink,blink,up,up,up,blink,up,blink,blink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
behavior_log3.json,2026-04-27 10:44:50,0.7075221130171624,1.0801567656765676,blink,blink,up,up,up,blink,up,blink,blink,blink,blink,blink,blink,blink,blink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
behavior_log3.json,2026-04-27 10:44:53,0.7075221130171624,1.0801567656765676,up,blink,blink,blink,blink,blink,blink,blink,blink,blink,blink,blink,blink,blink,blink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
behavior_log3.json,2026-04-27 10:44:57,0.7075221130171624,1.0801567656765676,blink,blink,blink,blink,blink,blink,blink,blink,blink,blink,blink,blink,blink,blink,blink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
behavior_log3.json,2026-04-27 10:45:00,0.7075221130171624,1.0801567656765676,blink,blink,blink,blink,blink,blink,blink,blink,blink,blink,blink,blink,blink,blink,blink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
behavior_log3.json,2026-04-27 10:45:03,0.7075221130171624,1.0801567656765676,blink,blink,blink,blink,blink,blink,blink,blink,blink,blink,blink,blink,blink,blink,blink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
behavior_log3.json,2026-04-27 10:45:07,0.7075221130171624,1.0801567656765676,blink,blink,blink,blink,blink,blink,blink,blink,blink,blink,blink,blink,blink,blink,blink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
behavior_log3.json,2026-04-27 10:45:10,0.7075221130171624,1.0801567656765676,blink,blink,blink,blink,blink,blink,blink,blink,blink,blink,blink,blink,blink,blink,blink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
behavior_log3.json,2026-04-27 10:45:13,0.7075221130171624,1.0801567656765676,blink,blink,blink,blink,blink,blink,blink,blink,blink,blink,blink,blink,blink,blink,blink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
behavior_log3.json,2026-04-27 10:45:16,0.7075221130171624,1.0801567656765676,blink,blink,blink,blink,blink,blink,blink,blink,blink,blink,blink,blink,blink,blink,blink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
behavior_log3.json,2026-04-27 10:45:19,0.7075221130171624,1.0801567656765676,blink,blink,blink,blink,blink,blink,blink,blink,blink,blink,blink,blink,blink,blink,blink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
behavior_log3.json,2026-04-27 10:45:22,0.7075221130171624,1.0801567656765676,blink,blink,blink,blink,blink,blink,blink,blink,blink,blink,blink,blink,blink,blink,blink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
behavior_log3.json,2026-04-27 10:45:25,0.7075221130171624,1.0801567656765676,blink,blink,blink,blink,blink,blink,blink,blink,blink,blink,blink,blink,blink,blink,blink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
behavior_log3.json,2026-04-27 10:45:32,0.7075221130171624,1.0801567656765676,blink,blink,blink,blink,blink,blink,blink,blink,blink,blink,blink,blink,blink,blink,blink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
behavior_log3.json,2026-04-27 10:46:36,0.672760199471648,1.1850265834489135,up,up,up,up,up,up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
behavior_log3.json,2026-04-27 10:46:44,0.672760199471648,1.1850265834489135,up,up,up,up,up,blink,up,up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
behavior_log3.json,2026-04-27 10:46:47,0.672760199471648,1.1850265834489135,up,up,up,up,up,blink,up,up,up,up,up,up,up,up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
behavior_log3.json,2026-04-27 10:46:47,0.672760199471648,1.1850265834489135,up,up,up,up,up,up,up,up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
behavior_log3.json,2026-04-27 10:47:06,0.672760199471648,1.1850265834489135,up,up,up,up,up,up,up,up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
behavior_log3.json,2026-04-27 10:47:10,0.672760199471648,1.1850265834489135,up,blink,blink,blink,blink,blink,blink,blink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
behavior_log3.json,2026-04-27 10:47:16,0.672760199471648,1.1850265834489135,up,up,up,up,up,up,blink,up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
behavior_log3.json,2026-04-27 10:47:20,0.672760199471648,1.1850265834489135,up,up,up,up,up,up,up,up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
behavior_log3.json,2026-04-27 10:47:22,0.672760199471648,1.1850265834489135,up,up,up,up,up,up,up,up,up,up,up,up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
behavior_log3.json,2026-04-27 10:47:24,0.672760199471648,1.1850265834489135,up,up,up,up,up,blink,blink,blink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
behavior_log3.json,2026-04-27 10:47:28,0.672760199471648,1.1850265834489135,up,up,up,blink,blink,blink,blink,blink,blink,blink,blink,blink,blink,blink,blink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
behavior_log3.json,2026-04-27 10:47:32,0.672760199471648,1.1850265834489135,blink,blink,blink,blink,blink,blink,blink,blink,blink,blink,blink,blink,blink,blink,blink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
behavior_log3.json,2026-04-27 10:47:35,0.672760199471648,1.1850265834489135,blink,blink,blink,blink,blink,blink,blink,blink,blink,blink,blink,blink,blink,blink,blink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
behavior_log3.json,2026-04-27 10:47:41,0.672760199471648,1.1850265834489135,blink,blink,blink,blink,blink,blink,blink,up,up,up,up,up,blink,blink,blink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
behavior_log3.json,2026-04-27 10:47:49,0.672760199471648,1.1850265834489135,blink,blink,blink,blink,blink,blink,blink,blink,blink,blink,blink,blink,blink,blink,blink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
behavior_log3.json,2026-04-27 10:47:52,0.672760199471648,1.1850265834489135,blink,blink,blink,blink,blink,blink,blink,blink,blink,blink,up,up,blink,blink,blink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
behavior_log3.json,2026-04-27 10:48:03,0.672760199471648,1.1850265834489135,blink,blink,blink,blink,blink,blink,blink,blink,blink,up,up,up,up,up,up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
behavior_log3.json,2026-04-27 10:48:05,0.672760199471648,1.1850265834489135,up,up,up,up,up,up,up,up,up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
behavior_log3.json,2026-04-27 10:48:06,0.672760199471648,1.1850265834489135,up,up,up,up,up,up,up,up,up,up,up,up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
behavior_log3.json,2026-04-27 10:48:08,0.672760199471648,1.1850265834489135,up,up,up,up,up,up,up,up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
behavior_log3.json,2026-04-27 10:48:12,0.672760199471648,1.1850265834489135,up,up,blink,blink,blink,blink,blink,blink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
behavior_log3.json,2026-04-27 10:48:18,0.672760199471648,1.1850265834489135,blink,blink,blink,blink,blink,blink,blink,blink,blink,up,up,up,up,up,up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
